Transacao,Usuario,Provedor,Produto,ProdutoCategoria,Canal,ValorEmConta,ValorServico,DataHora,EstrategiaPreco,Fraude
73355,3189,6,3,netflix,3,2000.0,2000,2018-11-25T13:29:45Z,2,0
34289,4841,4,6,varejo,2,-100.0,100,2018-11-25T13:30:27Z,2,0
55841,4389,6,3,netflix,3,1000.0,1000,2018-11-25T13:33:18Z,2,0
131425,1744,1,10,netflix,3,15000.0,15000,2018-11-25T13:38:56Z,4,0
63312,4841,4,6,varejo,2,-300.0,300,2018-11-25T13:42:01Z,2,0
55969,3507,6,3,netflix,3,1500.0,1500,2018-11-25T13:44:52Z,2,0
96380,4841,4,6,varejo,2,-75.0,75,2018-11-25T13:45:34Z,2,0
118196,3481,5,15,varejo,3,185000.0,185000,2018-11-25T13:47:01Z,0,0
25182,1955,6,10,netflix,3,1000.0,1000,2018-11-25T13:48:01Z,2,0
125528,4841,4,6,varejo,2,-20.0,20,2018-11-25T13:48:17Z,2,0
12922,3481,5,7,globoplay,3,180000.0,180000,2018-11-25T13:49:11Z,0,0
28884,2828,5,3,netflix,3,1000.0,1000,2018-11-25T13:49:14Z,4,0
92756,4841,4,6,varejo,2,-50.0,50,2018-11-25T13:50:00Z,2,0
13936,744,6,3,netflix,3,1300.0,1300,2018-11-25T13:53:23Z,2,0
85880,4841,4,6,varejo,2,-65.0,65,2018-11-25T13:54:06Z,2,0
109252,323,6,3,netflix,3,1000.0,1000,2018-11-25T13:56:21Z,2,0
27972,4841,4,6,varejo,2,-50.0,50,2018-11-25T13:57:05Z,2,0
39369,1955,6,3,netflix,3,1000.0,1000,2018-11-25T13:59:08Z,2,0
42641,4841,4,6,varejo,2,-50.0,50,2018-11-25T13:59:46Z,2,0
981,4104,6,1,netflix,3,10000.0,10000,2018-11-25T14:10:33Z,2,0
65349,4345,5,3,netflix,3,1500.0,1500,2018-11-25T14:14:56Z,4,0
50421,4841,4,6,varejo,2,-75.0,75,2018-11-25T14:15:42Z,2,0
90827,493,6,3,netflix,3,2000.0,2000,2018-11-25T14:35:22Z,2,0
103328,4841,4,6,varejo,2,-100.0,100,2018-11-25T14:36:06Z,2,0
77495,4841,4,6,varejo,2,-1000.0,1000,2018-11-25T14:36:10Z,2,0
98741,3507,6,3,netflix,3,1000.0,1000,2018-11-25T14:36:45Z,2,0
60073,2325,5,21,boleto,3,10000.0,11200,2018-11-25T14:37:20Z,2,0
50400,4841,4,6,varejo,2,-50.0,50,2018-11-25T14:37:25Z,2,0
84244,4356,1,15,varejo,3,20000.0,20000,2018-11-25T14:37:48Z,2,0
48817,4841,4,6,varejo,2,-622.0,622,2018-11-25T14:38:23Z,2,0
64374,4356,1,15,varejo,3,20000.0,20000,2018-11-25T14:39:04Z,2,0
81876,4389,6,3,netflix,3,500.0,500,2018-11-25T14:39:52Z,2,0
90081,4356,1,15,varejo,3,19500.0,19500,2018-11-25T14:40:16Z,2,0
96031,3336,6,11,internet,3,1000.0,1000,2018-11-25T14:40:26Z,2,0
63119,1955,6,3,netflix,3,2000.0,2000,2018-11-25T14:40:44Z,2,0
108683,4841,4,6,varejo,2,-20.0,20,2018-11-25T14:40:57Z,2,0
29390,4841,4,6,varejo,2,-75.0,75,2018-11-25T14:41:26Z,2,0
131001,1955,5,15,varejo,3,14500.0,14500,2018-11-25T14:45:31Z,2,0
41646,3507,6,3,netflix,3,1000.0,1000,2018-11-25T14:45:44Z,2,0
7761,4841,4,6,varejo,2,-50.0,50,2018-11-25T14:46:33Z,2,0
62923,1608,6,19,globoplay,3,3500.0,3500,2018-11-25T14:48:47Z,2,0
73628,3507,6,19,globoplay,3,3500.0,3500,2018-11-25T14:49:47Z,2,0
98402,4841,4,6,varejo,2,-70.0,70,2018-11-25T14:50:02Z,2,0
119611,4841,4,6,varejo,2,-70.0,70,2018-11-25T14:50:05Z,2,0
44955,2964,6,10,netflix,3,1000.0,1000,2018-11-25T14:52:39Z,2,0
57004,4841,4,6,varejo,2,-20.0,20,2018-11-25T14:52:55Z,2,0
116379,3507,6,3,netflix,3,1800.0,1800,2018-11-25T14:53:08Z,2,0
40322,2964,6,10,netflix,3,1000.0,1000,2018-11-25T14:53:59Z,2,0
135583,4841,4,6,varejo,2,-90.0,90,2018-11-25T14:54:09Z,2,0
118074,4841,4,6,varejo,2,-20.0,20,2018-11-25T14:55:55Z,2,0
96485,4389,6,3,netflix,3,1000.0,1000,2018-11-25T14:56:03Z,2,0
80068,12,6,4,netflix,3,2000.0,2000,2018-11-25T14:56:15Z,2,0
50055,4841,4,6,varejo,2,-100.0,100,2018-11-25T14:56:40Z,2,0
24029,3507,6,3,netflix,3,1000.0,1000,2018-11-25T14:57:15Z,2,0
118815,4841,4,6,varejo,2,-50.0,50,2018-11-25T14:57:55Z,2,0
24656,4103,6,4,netflix,3,1000.0,1000,2018-11-25T14:58:00Z,2,0
9388,4841,4,6,varejo,2,-50.0,50,2018-11-25T14:58:16Z,2,0
76206,2801,5,15,varejo,3,25000.0,25000,2018-11-25T14:58:36Z,2,0
1267,3507,6,3,netflix,3,1000.0,1000,2018-11-25T14:59:42Z,2,0
50303,4841,4,6,varejo,2,-50.0,50,2018-11-25T15:00:25Z,2,0
20905,2801,6,21,boleto,3,10000.0,11200,2018-11-25T15:04:28Z,2,0
62013,4841,4,6,varejo,2,-644.0,644,2018-11-25T15:04:59Z,2,0
2665,4389,6,3,netflix,3,500.0,500,2018-11-25T15:06:21Z,2,0
48485,1558,1,4,netflix,3,1000.0,1000,2018-11-25T15:09:16Z,4,0
124539,2801,6,3,netflix,3,2000.0,2000,2018-11-25T15:09:56Z,2,0
2786,4841,4,6,varejo,2,-100.0,100,2018-11-25T15:10:41Z,2,0
84705,1205,6,14,varejo,3,4160.0,4160,2018-11-25T15:21:30Z,2,0
61900,1205,6,3,netflix,3,1000.0,1000,2018-11-25T15:22:29Z,2,0
35494,4841,4,6,varejo,2,-50.0,50,2018-11-25T15:23:12Z,2,0
17843,3507,6,1,netflix,3,1000.0,1000,2018-11-25T15:29:36Z,2,0
83358,4841,4,6,varejo,2,-50.0,50,2018-11-25T15:29:56Z,2,0
91655,3507,6,3,netflix,3,1000.0,1000,2018-11-25T15:32:25Z,2,0
101572,4841,4,6,varejo,2,-50.0,50,2018-11-25T15:33:06Z,2,0
83526,3507,6,3,netflix,3,700.0,700,2018-11-25T15:36:43Z,2,0
3953,1558,6,4,netflix,3,1000.0,1000,2018-11-25T15:36:44Z,2,0
54258,4841,4,6,varejo,2,-50.0,50,2018-11-25T15:37:06Z,2,0
97050,4841,4,6,varejo,2,-35.0,35,2018-11-25T15:37:28Z,2,0
128403,3507,6,3,netflix,3,1000.0,1000,2018-11-25T15:40:41Z,2,0
58839,1187,6,10,netflix,3,500.0,500,2018-11-25T15:41:16Z,2,0
115207,4841,4,6,varejo,2,-50.0,50,2018-11-25T15:41:21Z,2,0
56123,4841,4,6,varejo,2,-10.0,10,2018-11-25T15:41:30Z,2,0
38787,160,6,1,netflix,3,1000.0,1000,2018-11-25T15:43:50Z,2,0
68727,4841,4,6,varejo,2,-50.0,50,2018-11-25T15:44:13Z,2,0
4029,1346,6,3,netflix,3,1500.0,1500,2018-11-25T15:45:35Z,2,0
49161,4841,4,6,varejo,2,-75.0,75,2018-11-25T15:46:18Z,2,0
111247,4258,1,15,varejo,3,12400.0,12400,2018-11-25T15:47:10Z,2,0
49859,3925,6,3,netflix,3,1000.0,1000,2018-11-25T15:48:18Z,2,0
128106,3507,6,10,netflix,3,1000.0,1000,2018-11-25T15:48:38Z,2,0
128332,4841,4,6,varejo,2,-20.0,20,2018-11-25T15:48:53Z,2,0
125049,3507,6,10,netflix,3,1000.0,1000,2018-11-25T15:49:48Z,2,0
3353,4841,4,6,varejo,2,-20.0,20,2018-11-25T15:50:05Z,2,0
74686,3078,6,1,netflix,3,2000.0,2000,2018-11-25T15:53:45Z,2,0
1707,4841,4,6,varejo,2,-100.0,100,2018-11-25T15:54:06Z,2,0
62810,4356,6,3,netflix,3,1000.0,1000,2018-11-25T15:56:06Z,2,0
48764,4841,4,6,varejo,2,-50.0,50,2018-11-25T15:56:50Z,2,0
49414,1346,6,3,netflix,3,1000.0,1000,2018-11-25T15:58:10Z,2,0
93567,4841,4,6,varejo,2,-50.0,50,2018-11-25T15:58:51Z,2,0
51372,3964,6,4,netflix,3,3500.0,3500,2018-11-25T16:03:25Z,2,0
68228,4841,4,6,varejo,2,-175.0,175,2018-11-25T16:03:47Z,2,0
36195,4389,6,10,netflix,3,500.0,500,2018-11-25T16:04:24Z,2,0
33132,4258,6,19,globoplay,3,12000.0,12000,2018-11-25T16:05:35Z,2,0
137259,3964,1,15,varejo,3,10000.0,10000,2018-11-25T16:05:39Z,2,0
9151,4841,4,6,varejo,2,-240.0,240,2018-11-25T16:05:54Z,2,0
24792,796,6,1,netflix,3,1500.0,1500,2018-11-25T16:05:55Z,2,0
33750,1955,6,3,netflix,3,1500.0,1500,2018-11-25T16:06:40Z,2,0
2882,4841,4,6,varejo,2,-75.0,75,2018-11-25T16:07:19Z,2,0
11370,280,6,3,netflix,3,1000.0,1000,2018-11-25T16:07:38Z,2,0
70330,3964,1,15,varejo,3,10000.0,10000,2018-11-25T16:07:58Z,2,0
28255,3507,6,3,netflix,3,1000.0,1000,2018-11-25T16:08:33Z,2,0
124920,4841,4,6,varejo,2,-50.0,50,2018-11-25T16:09:23Z,2,0
79806,4841,4,6,varejo,2,-50.0,50,2018-11-25T16:09:46Z,2,0
25343,4416,6,3,netflix,3,1000.0,1000,2018-11-25T16:12:50Z,2,0
20838,3710,1,15,varejo,3,1897.0,1897,2018-11-25T16:14:12Z,2,0
53243,4401,6,21,boleto,3,4000.0,4720,2018-11-25T16:15:33Z,2,0
106037,4841,4,6,varejo,2,-496.0,496,2018-11-25T16:16:27Z,2,0
80301,160,6,1,netflix,3,2000.0,2000,2018-11-25T16:17:41Z,2,0
46850,4841,4,6,varejo,2,-100.0,100,2018-11-25T16:18:06Z,2,0
5481,4416,6,4,netflix,3,1000.0,1000,2018-11-25T16:18:10Z,2,0
90957,4841,4,6,varejo,2,-38.0,38,2018-11-25T16:18:29Z,2,0
119645,4068,6,3,netflix,3,1000.0,1000,2018-11-25T16:19:58Z,2,0
47924,284,1,15,varejo,3,30000.0,30000,2018-11-25T16:20:11Z,2,0
48016,4841,4,6,varejo,2,-50.0,50,2018-11-25T16:20:42Z,2,0
75971,1856,6,3,netflix,3,500.0,500,2018-11-25T16:20:55Z,2,0
69990,796,6,3,netflix,3,2000.0,2000,2018-11-25T16:21:42Z,2,0
46315,4103,6,4,netflix,3,1000.0,1000,2018-11-25T16:21:44Z,2,0
41222,4841,4,6,varejo,2,-25.0,25,2018-11-25T16:22:01Z,2,0
20167,4841,4,6,varejo,2,-50.0,50,2018-11-25T16:22:05Z,2,0
29555,4103,6,3,netflix,3,1000.0,1000,2018-11-25T16:23:01Z,2,0
112767,1616,6,8,globoplay,3,11000.0,11000,2018-11-25T16:23:16Z,2,0
133191,4841,4,6,varejo,2,-154.0,154,2018-11-25T16:23:35Z,2,0
128035,4841,4,6,varejo,2,-50.0,50,2018-11-25T16:23:40Z,2,0
74547,4103,6,3,netflix,3,500.0,500,2018-11-25T16:25:14Z,2,0
39015,10,4,3,netflix,5,-2000.0,2000,2018-11-25T16:25:29Z,4,0
136130,3710,6,14,varejo,3,545.0,545,2018-11-25T16:25:41Z,2,0
77607,4841,4,6,varejo,2,-25.0,25,2018-11-25T16:26:16Z,2,0
36487,1616,6,19,globoplay,3,11000.0,11000,2018-11-25T16:27:02Z,2,0
134175,4841,4,6,varejo,2,-220.0,220,2018-11-25T16:27:19Z,2,0
17735,1955,6,3,netflix,3,700.0,700,2018-11-25T16:28:52Z,2,0
65481,4841,4,6,varejo,2,-35.0,35,2018-11-25T16:29:33Z,2,0
1762,4493,5,15,varejo,3,1000.0,1000,2018-11-25T16:30:36Z,2,0
69646,4103,6,3,netflix,3,1000.0,1000,2018-11-25T16:31:06Z,2,0
14964,4841,4,6,varejo,2,-50.0,50,2018-11-25T16:31:46Z,2,0
123605,3710,6,14,varejo,3,1040.0,1040,2018-11-25T16:36:15Z,2,0
1195,1955,6,3,netflix,3,1000.0,1000,2018-11-25T16:37:07Z,2,0
128503,4841,4,6,varejo,2,-50.0,50,2018-11-25T16:37:47Z,2,0
43591,3507,6,3,netflix,3,1000.0,1000,2018-11-25T16:38:34Z,2,0
86364,4841,4,6,varejo,2,-50.0,50,2018-11-25T16:39:15Z,2,0
23268,2683,6,3,netflix,3,20000.0,20000,2018-11-25T16:41:33Z,2,0
94132,4389,6,3,netflix,3,1000.0,1000,2018-11-25T16:44:58Z,2,0
107940,1955,6,3,netflix,3,1000.0,1000,2018-11-25T16:45:08Z,2,0
70904,4841,4,6,varejo,2,-50.0,50,2018-11-25T16:45:47Z,2,0
135742,1955,6,3,netflix,3,3000.0,3000,2018-11-25T16:46:57Z,2,0
14425,3507,6,3,netflix,3,1000.0,1000,2018-11-25T16:47:09Z,2,0
94912,4841,4,6,varejo,2,-150.0,150,2018-11-25T16:47:42Z,2,0
122675,1955,6,3,netflix,3,1000.0,1000,2018-11-25T16:48:05Z,2,0
118209,4841,4,6,varejo,2,-50.0,50,2018-11-25T16:48:25Z,2,0
19917,4841,4,6,varejo,2,-50.0,50,2018-11-25T16:48:49Z,2,0
135235,1955,6,10,netflix,3,2000.0,2000,2018-11-25T16:49:12Z,2,0
84803,4841,4,6,varejo,2,-40.0,40,2018-11-25T16:49:30Z,2,0
131374,1955,6,10,netflix,3,2000.0,2000,2018-11-25T16:50:47Z,2,0
132902,4841,4,6,varejo,2,-40.0,40,2018-11-25T16:51:05Z,2,0
128949,1955,6,3,netflix,3,1500.0,1500,2018-11-25T16:52:30Z,2,0
68248,3507,6,3,netflix,3,1000.0,1000,2018-11-25T16:52:46Z,2,0
6023,4841,4,6,varejo,2,-75.0,75,2018-11-25T16:53:13Z,2,0
6606,4841,4,6,varejo,2,-50.0,50,2018-11-25T16:53:27Z,2,0
82158,1955,1,15,varejo,3,8500.0,8500,2018-11-25T16:54:06Z,2,0
135498,1955,5,15,varejo,3,8500.0,8500,2018-11-25T16:56:09Z,2,0
74120,3507,6,3,netflix,3,1000.0,1000,2018-11-25T16:57:09Z,2,0
15588,4841,4,6,varejo,2,-50.0,50,2018-11-25T16:57:52Z,2,0
126825,1518,1,15,varejo,3,10000.0,10000,2018-11-25T16:58:06Z,2,0
91025,1955,5,15,varejo,3,8500.0,8500,2018-11-25T16:58:58Z,2,0
61610,3507,6,3,netflix,3,1000.0,1000,2018-11-25T16:59:32Z,2,0
89925,4841,4,6,varejo,2,-50.0,50,2018-11-25T17:00:12Z,2,0
134660,1955,5,15,varejo,3,8000.0,8000,2018-11-25T17:09:20Z,2,0
42229,1955,1,15,varejo,3,7800.0,7800,2018-11-25T17:11:52Z,2,0
121490,4493,5,11,internet,3,1000.0,1000,2018-11-25T17:14:26Z,4,0
67343,1955,6,10,netflix,3,1000.0,1000,2018-11-25T17:16:30Z,2,0
63819,4841,4,6,varejo,2,-20.0,20,2018-11-25T17:16:49Z,2,0
71303,1955,6,10,netflix,3,1000.0,1000,2018-11-25T17:21:19Z,2,0
65536,4841,4,6,varejo,2,-20.0,20,2018-11-25T17:21:36Z,2,0
71810,4493,5,3,netflix,3,500.0,500,2018-11-25T17:21:56Z,4,0
25151,1955,6,10,netflix,3,2000.0,2000,2018-11-25T17:23:13Z,2,0
12676,4841,4,6,varejo,2,-40.0,40,2018-11-25T17:23:30Z,2,0
3863,1955,6,3,netflix,3,1000.0,1000,2018-11-25T17:24:28Z,2,0
55277,4841,4,6,varejo,2,-50.0,50,2018-11-25T17:25:09Z,2,0
126392,1955,6,3,netflix,3,1000.0,1000,2018-11-25T17:26:03Z,2,0
116067,4841,4,6,varejo,2,-50.0,50,2018-11-25T17:26:43Z,2,0
38505,1955,6,3,netflix,3,4000.0,4000,2018-11-25T17:27:02Z,2,0
76657,4841,4,6,varejo,2,-200.0,200,2018-11-25T17:27:41Z,2,0
36172,4389,6,3,netflix,3,1000.0,1000,2018-11-25T17:29:00Z,2,0
75847,1955,6,3,netflix,3,1000.0,1000,2018-11-25T17:30:56Z,2,0
139518,4841,4,6,varejo,2,-50.0,50,2018-11-25T17:31:43Z,2,0
121839,4389,6,3,netflix,3,1000.0,1000,2018-11-25T17:33:22Z,2,0
84604,1955,6,3,netflix,3,1000.0,1000,2018-11-25T17:33:46Z,2,0
112742,4841,4,6,varejo,2,-50.0,50,2018-11-25T17:34:35Z,2,0
104295,1955,6,3,netflix,3,500.0,500,2018-11-25T17:35:53Z,2,0
109823,4841,4,6,varejo,2,-25.0,25,2018-11-25T17:37:14Z,2,0
56208,1955,6,10,netflix,3,1500.0,1500,2018-11-25T17:39:57Z,2,0
106900,4841,4,6,varejo,2,-30.0,30,2018-11-25T17:40:15Z,2,0
7359,1270,6,10,netflix,3,4000.0,4000,2018-11-25T17:41:46Z,2,0
105138,3507,6,3,netflix,3,1000.0,1000,2018-11-25T17:41:49Z,2,0
128197,4841,4,6,varejo,2,-50.0,50,2018-11-25T17:42:42Z,2,0
29072,3507,6,3,netflix,3,1000.0,1000,2018-11-25T17:46:50Z,2,0
7457,4841,4,6,varejo,2,-50.0,50,2018-11-25T17:47:30Z,2,0
41706,1669,6,10,netflix,3,5000.0,5000,2018-11-25T17:48:00Z,2,0
62706,3507,6,3,netflix,3,1000.0,1000,2018-11-25T17:48:05Z,2,0
103167,274,6,10,netflix,3,600.0,600,2018-11-25T17:48:09Z,2,0
9365,227,6,21,boleto,3,8800.0,9964,2018-11-25T17:48:20Z,2,0
66915,1187,6,10,netflix,3,1000.0,1000,2018-11-25T17:48:45Z,2,0
55125,4841,4,6,varejo,2,-50.0,50,2018-11-25T17:48:52Z,2,0
84338,4841,4,6,varejo,2,-20.0,20,2018-11-25T17:48:59Z,2,0
60164,4841,4,6,varejo,2,-622.0,622,2018-11-25T17:49:08Z,2,0
118182,4841,4,6,varejo,2,-1000.0,1000,2018-11-25T17:49:13Z,2,0
45250,2379,6,10,netflix,3,500.0,500,2018-11-25T17:49:21Z,2,0
115139,2379,6,3,netflix,3,500.0,500,2018-11-25T17:50:30Z,2,0
139564,4345,5,3,netflix,3,2000.0,2000,2018-11-25T17:51:25Z,4,0
15467,3507,6,3,netflix,3,1000.0,1000,2018-11-25T17:52:10Z,2,0
131084,4841,4,6,varejo,2,-100.0,100,2018-11-25T17:52:26Z,2,0
90946,1892,1,3,netflix,3,500.0,500,2018-11-25T17:53:35Z,4,0
119127,789,1,1,netflix,3,500.0,500,2018-11-25T18:05:41Z,4,0
127327,789,1,1,netflix,3,500.0,500,2018-11-25T18:07:29Z,4,0
66959,4841,4,6,varejo,2,-25.0,25,2018-11-25T18:08:24Z,2,0
120337,1205,6,1,netflix,3,2000.0,2000,2018-11-25T18:15:33Z,2,0
92910,4841,4,6,varejo,2,-100.0,100,2018-11-25T18:15:54Z,2,0
7319,2430,6,3,netflix,3,500.0,500,2018-11-25T18:20:48Z,2,0
47032,4841,4,6,varejo,2,-25.0,25,2018-11-25T18:21:33Z,2,0
5561,2980,6,3,netflix,3,2500.0,2500,2018-11-25T18:21:37Z,2,0
49283,4841,4,6,varejo,2,-125.0,125,2018-11-25T18:22:19Z,2,0
113000,1187,6,10,netflix,3,1000.0,1000,2018-11-25T18:26:41Z,2,0
114696,4841,4,6,varejo,2,-20.0,20,2018-11-25T18:27:02Z,2,0
114677,4389,6,3,netflix,3,1000.0,1000,2018-11-25T18:29:49Z,2,0
20262,1187,6,10,netflix,3,1500.0,1500,2018-11-25T18:31:09Z,2,0
84029,4734,6,1,netflix,3,500.0,500,2018-11-25T18:35:47Z,2,0
98683,1567,6,3,netflix,3,1200.0,1200,2018-11-25T18:41:51Z,2,0
92348,3013,6,1,netflix,3,250.0,250,2018-11-25T18:42:41Z,2,0
8194,1567,6,10,netflix,3,1000.0,1000,2018-11-25T18:42:44Z,2,0
96787,4841,4,6,varejo,2,-12.5,13,2018-11-25T18:42:55Z,2,0
121862,3013,6,10,netflix,3,500.0,500,2018-11-25T18:45:39Z,2,0
32781,2949,6,4,netflix,3,1000.0,1000,2018-11-25T18:46:27Z,2,0
58510,4841,4,6,varejo,2,-50.0,50,2018-11-25T18:46:57Z,2,0
126400,3013,6,1,netflix,3,250.0,250,2018-11-25T18:49:02Z,2,0
65692,4841,4,6,varejo,2,-12.5,13,2018-11-25T18:49:22Z,2,0
57521,4356,6,3,netflix,3,1000.0,1000,2018-11-25T18:49:35Z,2,0
65669,4841,4,6,varejo,2,-50.0,50,2018-11-25T18:50:14Z,2,0
7055,2980,6,4,netflix,3,3000.0,3000,2018-11-25T18:50:49Z,2,0
29204,4841,4,6,varejo,2,-150.0,150,2018-11-25T18:51:05Z,2,0
76830,2193,1,15,varejo,3,500.0,500,2018-11-25T18:55:37Z,2,0
17379,3167,5,21,boleto,3,13000.0,14590,2018-11-25T18:55:56Z,2,0
83509,2673,5,3,netflix,3,10000.0,10000,2018-11-25T18:56:09Z,4,0
86380,4841,4,6,varejo,2,-500.0,500,2018-11-25T18:56:55Z,2,0
75799,162,5,3,netflix,3,1500.0,1500,2018-11-25T18:59:48Z,4,0
113051,4841,4,6,varejo,2,-75.0,75,2018-11-25T19:00:33Z,2,0
136293,3167,5,21,boleto,3,13000.0,14590,2018-11-25T19:00:58Z,2,0
131380,231,5,15,varejo,3,5000.0,5000,2018-11-25T19:02:11Z,2,0
95287,1187,6,10,netflix,3,900.0,900,2018-11-25T19:11:13Z,2,0
137090,4841,4,6,varejo,2,-16.0,16,2018-11-25T19:11:34Z,2,0
95192,3013,3,15,varejo,3,1000.0,1000,2018-11-25T19:12:20Z,2,0
99242,4449,5,15,varejo,3,10000.0,10000,2018-11-25T19:12:42Z,2,0
14921,4449,6,1,netflix,3,1000.0,1000,2018-11-25T19:15:36Z,2,0
31313,446,6,3,netflix,3,3000.0,3000,2018-11-25T19:15:41Z,2,0
30835,4841,4,6,varejo,2,-50.0,50,2018-11-25T19:15:55Z,2,0
48135,4841,4,6,varejo,2,-150.0,150,2018-11-25T19:16:29Z,2,0
6323,3078,6,1,netflix,3,2000.0,2000,2018-11-25T19:18:55Z,2,0
74152,3809,6,10,netflix,3,1700.0,1700,2018-11-25T19:43:02Z,2,0
113434,3740,6,2,internet,3,1000.0,1000,2018-11-25T19:49:35Z,2,0
115190,4841,4,6,varejo,2,-50.0,50,2018-11-25T19:49:53Z,2,0
47968,3124,6,10,netflix,3,2000.0,2000,2018-11-25T19:50:19Z,2,0
102456,2684,5,3,netflix,3,5000.0,5000,2018-11-25T19:52:07Z,4,0
121763,4841,4,6,varejo,2,-250.0,250,2018-11-25T19:53:31Z,2,0
66549,3552,5,15,varejo,3,1100.0,1100,2018-11-25T19:53:32Z,2,0
136630,2684,3,10,netflix,3,10000.0,10000,2018-11-25T19:55:07Z,1,0
17758,3552,6,3,netflix,3,1000.0,1000,2018-11-25T19:55:15Z,2,0
85761,4841,4,6,varejo,2,-50.0,50,2018-11-25T19:56:06Z,2,0
112643,2402,5,11,internet,3,2000.0,2000,2018-11-25T19:58:13Z,4,0
7353,4841,4,6,varejo,2,-40.0,40,2018-11-25T19:58:57Z,2,0
45745,3103,5,3,netflix,3,2000.0,2000,2018-11-25T20:25:28Z,4,0
130292,4841,4,6,varejo,2,-100.0,100,2018-11-25T20:26:29Z,2,0
131416,2964,6,10,netflix,3,2000.0,2000,2018-11-25T20:31:18Z,2,0
42123,4841,4,6,varejo,2,-40.0,40,2018-11-25T20:31:37Z,2,0
66044,4538,6,11,internet,3,1000.0,1000,2018-11-25T20:33:12Z,2,0
63856,3002,5,3,netflix,3,1000.0,1000,2018-11-25T20:44:53Z,4,0
242,4841,4,6,varejo,2,-50.0,50,2018-11-25T20:46:08Z,2,0
61837,4356,6,10,netflix,3,2000.0,2000,2018-11-25T21:01:55Z,2,0
112843,4841,4,6,varejo,2,-40.0,40,2018-11-25T21:02:14Z,2,0
17963,4055,5,15,varejo,3,1000.0,1000,2018-11-25T21:03:44Z,2,0
1453,4055,5,15,varejo,3,1000.0,1000,2018-11-25T21:06:08Z,2,0
87229,4055,6,3,netflix,3,1000.0,1000,2018-11-25T21:07:05Z,2,0
109566,4841,4,6,varejo,2,-50.0,50,2018-11-25T21:07:51Z,2,0
71669,4184,5,15,varejo,3,1900.0,1900,2018-11-25T22:12:01Z,2,0
86669,1558,1,15,varejo,3,1000.0,1000,2018-11-25T22:14:54Z,2,0
118727,4550,1,15,varejo,3,1000.0,1000,2018-11-25T22:18:25Z,2,0
129545,4550,6,10,netflix,3,1000.0,1000,2018-11-25T22:20:26Z,2,0
71495,4841,4,6,varejo,2,-20.0,20,2018-11-25T22:20:47Z,2,0
94541,4550,1,15,varejo,3,5000.0,5000,2018-11-25T22:22:12Z,2,0
29286,4550,1,15,varejo,3,500.0,500,2018-11-25T22:23:30Z,2,0
51392,2443,6,3,netflix,3,1000.0,1000,2018-11-25T23:23:08Z,2,0
124968,4249,4,10,netflix,2,-2000.0,2000,2018-11-26T00:33:29Z,4,0
34175,1157,1,15,varejo,3,1000.0,1000,2018-11-26T01:22:20Z,2,0
6539,1157,1,15,varejo,3,1000.0,1000,2018-11-26T01:25:31Z,2,0
125419,461,5,3,netflix,3,1000.0,1000,2018-11-26T02:45:29Z,4,0
124108,4841,4,6,varejo,2,-50.0,50,2018-11-26T02:46:34Z,2,0
74765,4443,5,11,internet,3,10000.0,10000,2018-11-26T03:13:11Z,4,0
124326,1716,1,3,netflix,3,500.0,500,2018-11-26T03:29:53Z,4,0
109335,231,6,4,netflix,3,2000.0,2000,2018-11-26T03:48:19Z,2,0
115872,4841,4,6,varejo,2,-100.0,100,2018-11-26T03:48:59Z,2,0
107586,4449,6,10,netflix,3,500.0,500,2018-11-26T03:53:01Z,2,0
139808,4841,4,6,varejo,2,-10.0,10,2018-11-26T03:53:21Z,2,0
76840,3007,5,15,varejo,3,14149.0,14149,2018-11-26T03:57:01Z,2,0
137875,3007,5,15,varejo,3,13149.0,13149,2018-11-26T04:01:10Z,2,0
23779,3596,6,10,netflix,3,1000.0,1000,2018-11-26T04:01:32Z,2,0
137511,231,6,3,netflix,3,1000.0,1000,2018-11-26T04:04:26Z,2,0
33253,4841,4,6,varejo,2,-50.0,50,2018-11-26T04:05:12Z,2,0
68176,3007,6,10,netflix,3,500.0,500,2018-11-26T04:10:35Z,2,0
28764,4841,4,6,varejo,2,-10.0,10,2018-11-26T04:10:50Z,2,0
101607,2583,5,3,netflix,3,1000.0,1000,2018-11-26T04:14:58Z,4,0
12185,3183,6,10,netflix,3,1100.0,1100,2018-11-26T04:15:43Z,2,0
125073,4841,4,6,varejo,2,-50.0,50,2018-11-26T04:15:53Z,2,0
122420,1224,6,3,netflix,3,2000.0,2000,2018-11-26T04:18:45Z,2,0
137089,4449,6,3,netflix,3,1000.0,1000,2018-11-26T04:26:25Z,2,0
37534,2443,6,3,netflix,3,6000.0,6000,2018-11-26T04:26:44Z,2,0
26226,4841,4,6,varejo,2,-50.0,50,2018-11-26T04:27:09Z,2,0
28900,2237,3,10,netflix,3,5000.0,5000,2018-11-26T04:27:37Z,1,0
130137,4841,4,6,varejo,2,-100.0,100,2018-11-26T04:28:27Z,2,0
5123,1056,5,3,netflix,3,2000.0,2000,2018-11-26T04:43:12Z,4,0
29176,4841,4,6,varejo,2,-100.0,100,2018-11-26T04:44:07Z,2,0
134998,2056,6,10,netflix,3,1000.0,1000,2018-11-26T04:47:02Z,2,0
78908,4841,4,6,varejo,2,-20.0,20,2018-11-26T04:47:19Z,2,0
110717,3967,6,10,netflix,3,500.0,500,2018-11-26T04:49:09Z,2,0
